day,pool_balance_eth,pending_liabilities_eth,solvency_ratio,total_premiums_collected_eth,total_payouts_eth,profit_eth,madj_current,m_total_current,premiums_today,payouts_today,net_flow_today,n_claims_submitted,n_claims_approved,avg_payout_eth,patt_current,n_swaps_this_tick,n_swaps_insured,n_attacks_this_tick,avg_loss_eth,tint_today,vbase_today,e_today,term2_today,n_users_active,avg_claim_rate
23,2384.877147259588,42.93125840617062,55.55106548930799,2498.8442991178463,213.96715185827145,2284.877147259575,0.0,0.2,128.66113070944766,5.967855208503266,122.6932755009444,17,17,0.35105030638254714,0.011189819757675383,2302,2302,17,0.35105030638254714,8000.0,100.0,0.2,0.02,776,0.012111850512871034
24,2522.1061059508315,0.0,999.0,2636.0732578090897,213.96715185827145,2422.1061059508183,0.0,0.2,137.2289586912434,0.0,137.2289586912434,0,0,0.0,0.015953876776064944,2384,2384,0,0.0,8000.0,100.0,0.2,0.02,791,0.01078294866906347
25,2625.9142749346493,234.52582442901127,11.196695636089698,2772.7508897816656,246.83661484702895,2525.9142749346365,0.0,0.2,136.6776319725759,32.869462988757505,103.8081689838184,79,79,0.4160691517564224,0.013293277042502919,2430,2430,79,0.4160691517564224,8000.0,100.0,0.2,0.02,806,0.012317587046166764
26,2738.3984605919036,71.75030794717946,38.16566839835495,2895.5232236841334,257.12476309224326,2638.3984605918904,0.0,0.2,122.77233390246784,10.288148245214302,112.48418565725353,34,34,0.30259259544747824,0.001,2421,2421,34,0.30259259544747824,8000.0,100.0,0.2,0.02,822,0.012585528023604986
27,2864.7063247797773,32.46633320030383,88.23621402225271,3026.3082462610446,261.6019214812803,2764.706324779764,0.0,0.2,130.78502257691116,4.477158389037072,126.30786418787409,11,11,0.407014399003374,0.0034930165102211325,2508,2508,11,0.407014399003374,8000.0,100.0,0.2,0.02,838,0.011706703692183226
28,2966.2005195113593,176.04335221825704,16.84926174226613,3152.811885161846,286.611365650499,2866.200519511347,0.0,0.2,126.50363890080143,25.009444169218682,101.49419473158275,58,58,0.4311973132623931,0.001,2522,2522,58,0.4311973132623931,8000.0,100.0,0.2,0.02,854,0.01271657109453091
29,3101.6281444548495,155.1577072381337,19.990164843661407,3308.633930163426,307.005785708589,3001.628144454837,0.0,0.2,155.82204500158014,20.394420058089963,135.42762494349017,47,47,0.4339238310231918,0.014902593504896316,2741,2741,47,0.4339238310231918,8000.0,100.0,0.2,0.02,871,0.013275475466126336
30,3235.1614750885255,85.342993569205,37.907757154840354,3454.494032435042,319.33255734652914,3135.161475088513,0.0,0.2,145.8601022716157,12.326771637940169,133.53333063367552,31,31,0.3976377947722641,0.009731502008827421,2711,2711,31,0.3976377947722641,8000.0,100.0,0.2,0.02,888,0.012768924784160758
31,3375.5312260574565,59.4932142733041,56.738087986819885,3603.38166583835,327.85043978090613,3275.5312260574437,0.0,0.2,148.88763340330797,8.517882434376986,140.369750968931,16,16,0.5323676521485589,0.012705897447673732,2705,2705,16,0.5323676521485589,8000.0,100.0,0.2,0.02,905,0.012190918243106565
32,3492.243282616775,195.87033259372836,17.829363111668062,3746.4941035659413,354.2508209491774,3392.2432826167637,0.0,0.2,143.11243772759144,26.40038116827128,116.71205655932016,62,62,0.42581259948824557,0.001,2867,2867,62,0.42581259948824557,8000.0,100.0,0.2,0.02,923,0.015107497245755105
33,3641.1331160801474,0.4096358682665548,8888.706771426618,3895.4440068996178,354.31089081948176,3541.133116080136,0.0,0.2,148.9499033336765,0.060069870304346296,148.88983346337216,1,1,0.06006987030434313,0.006032491893773973,2793,2793,1,0.06006987030434313,8000.0,100.0,0.2,0.02,941,0.01321420494916964
34,3773.1368637474075,50.06863397170234,75.35929312311374,4034.449992546096,361.31312879869984,3673.136863747396,0.0,0.2,139.00598564647817,7.00223797921808,132.0037476672601,20,20,0.3501118989609049,0.001,2853,2853,20,0.3501118989609049,8000.0,100.0,0.2,0.02,959,0.012611635936906264
35,3917.4429715286883,3.054029916603003,1282.7127037072576,4179.187401552601,361.74443002392843,3817.4429715286724,0.0,0.2,144.737409006505,0.4313012252285944,144.3061077812764,1,1,0.4313012252286095,0.001,2886,2886,1,0.4313012252286095,8000.0,100.0,0.2,0.02,978,0.011334246598379704
36,4046.202001591659,164.35247867382685,24.61905067840037,4331.033375078854,384.8313734871878,3946.2020015916664,0.0,0.2,151.84597352625315,23.086943463259388,128.75903006299376,61,61,0.3784744830042524,0.007628898976008871,2935,2935,61,0.3784744830042524,8000.0,100.0,0.2,0.02,997,0.012863328885982789
37,4208.193052055036,6.992187283952157,601.8421534150414,4493.986592998673,385.7935409436274,4108.193052055045,0.0,0.2,162.9532179198186,0.9621674564396017,161.991050463379,4,4,0.24054186410989242,0.007529611097186508,3047,3047,4,0.24054186410989242,8000.0,100.0,0.2,0.02,1016,0.011530235212709553
38,4333.456890246284,226.80805104980115,19.106274535619416,4650.9340975913865,417.47720734509215,4233.456890246294,0.0,0.2,156.9475045927138,31.683666401464734,125.26383819124908,56,56,0.5657797571690093,0.001,3116,3116,56,0.5657797571690093,8000.0,100.0,0.2,0.02,1036,0.012540594125790193
39,4499.915521862233,12.316242459207972,365.3643176290321,4819.130443108304,419.2149212460608,4399.915521862243,0.0,0.2,168.19634551691706,1.7377139009686289,166.45863161594843,3,3,0.579237966989541,0.008131646212851514,3155,3155,3,0.579237966989541,8000.0,100.0,0.2,0.02,1056,0.011160486109121147
40,4658.822435955313,0.0,999.0,4978.037357201384,419.2149212460608,4558.822435955323,0.0,0.2,158.90691409308056,0.0,158.90691409308056,0,0,0.0,0.001,3153,3153,0,0.0,8000.0,100.0,0.2,0.02,1077,0.01032710810755828
41,4798.299685212113,406.4028423457605,11.806757200604919,5171.914443516819,473.61475830469743,4698.299685212121,0.0,0.2,193.877086315435,54.39983705863665,139.47724925679836,129,129,0.42170416324524423,0.01878343475850751,3365,3365,129,0.42170416324524423,8000.0,100.0,0.2,0.02,1098,0.013227984638043786
42,4957.52530142807,142.1584960337456,34.87322558794693,5351.8484293931015,494.3231279650243,4857.525301428077,0.0,0.2,179.93398587628235,20.708369660326866,159.22561621595548,39,39,0.5309838374442822,0.012083089805861527,3300,3300,39,0.5309838374442822,8000.0,100.0,0.2,0.02,1119,0.01242688394885414
43,5106.057847441801,214.66616700124422,23.786039126567186,5531.168856284061,525.1110088422507,5006.05784744181,0.0,0.2,179.32042689095942,30.787880877226428,148.532546013733,63,63,0.48869652186073903,0.012263409230198146,3287,3287,63,0.48869652186073903,8000.0,100.0,0.2,0.02,1141,0.012314026864383517
44,5259.907412767114,134.74810555967713,39.035112151818794,5703.342736820769,543.4353240536469,5159.907412767122,0.0,0.2,172.17388053670766,18.324315211396197,153.84956532531146,32,32,0.5726348503561328,0.001,3453,3453,32,0.5726348503561328,8000.0,100.0,0.2,0.02,1163,0.012656309290138876
